item_id,image_path,gender,master_category,sub_category,article_type,base_colour,season,usage,product_name
14604,deploy_data/images/14604.jpg,Men,Accessories,Socks,Socks,Green,Summer,Casual,United Colors of Benetton Men Stripes Green Socks
4381,deploy_data/images/4381.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Superman Men's Silhouette Light Blue T-shirt
46623,deploy_data/images/46623.jpg,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Nike Unisex Ultimatum Max Backpack
19927,deploy_data/images/19927.jpg,Men,Footwear,Sandal,Sandals,Grey,Fall,Casual,ADIDAS Men Receptor Grey Sandals
7504,deploy_data/images/7504.jpg,Women,Apparel,Topwear,Tshirts,Pink,Summer,Sports,Nike Women's Smash Pink T-shirt
22366,deploy_data/images/22366.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Ed Hardy Men New Tiger White T-Shirt
3998,deploy_data/images/3998.jpg,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,Spalding Men's Black and White Graphic Flip Flop
51694,deploy_data/images/51694.jpg,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Van Heusen Unisex Sunglasses VH216-C2
16153,deploy_data/images/16153.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Enroute Men Leather Black Formal Shoes
17081,deploy_data/images/17081.jpg,Women,Accessories,Wallets,Wallets,Blue,Winter,Casual,Lino Perros Women Denim Blue Wallet
50746,deploy_data/images/50746.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,Red Chief Men Black Formal Shoes
34203,deploy_data/images/34203.jpg,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,Casual,Proline Men Charcoal Grey Track Pants
55234,deploy_data/images/55234.jpg,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,Casual,Lakme 9to5 Flawless Makeup Marble Foundation
13421,deploy_data/images/13421.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts
27614,deploy_data/images/27614.jpg,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,Scullers Men Beige Trousers
22154,deploy_data/images/22154.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Lee Cooper Men Black Formal Shoes
16361,deploy_data/images/16361.jpg,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,Peter England Men Stripes Maroon Shirt
46411,deploy_data/images/46411.jpg,Men,Apparel,Topwear,Sweatshirts,Black,Summer,Casual,ADIDAS Men Black Sweatshirt
7736,deploy_data/images/7736.jpg,Men,Accessories,Headwear,Caps,Red,Fall,Casual,Puma Men Ferrari Lifestyle Red Cap
34031,deploy_data/images/34031.jpg,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual,Gini and Jony Boys Check Blue Shirt
50574,deploy_data/images/50574.jpg,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Casual,Chromozome Men Pack of Two Trunks
22968,deploy_data/images/22968.jpg,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,U.S. Polo Assn. Unisex Casual Olive Backpack
3396,deploy_data/images/3396.jpg,Women,Accessories,Bags,Handbags,Blue,Winter,Casual,Murcia Women Turquoise Blue Handbag
31543,deploy_data/images/31543.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Classic Polo Men Striped Navy Blue T-shirt
55006,deploy_data/images/55006.jpg,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,,Lakme Sheer Satin Lip Gloss 51
19329,deploy_data/images/19329.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Puma Men Standpunkt Brown Casual Shoes
13613,deploy_data/images/13613.jpg,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,Casual,Hanes Men Sleeveless V Neck Red Innerwear T-shirt
27426,deploy_data/images/27426.jpg,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,Casual,Jockey Women Grey Melange Shorts
2244,deploy_data/images/2244.jpg,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,ADIDAS Women's Black T-shirt
43163,deploy_data/images/43163.jpg,Men,Accessories,Watches,Watches,White,Winter,Casual,Fastrack Men White Dial Watch
33214,deploy_data/images/33214.jpg,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,Sepia Women Printed Black & Green Tunic
10096,deploy_data/images/10096.jpg,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,Reebok Women Reeflex Run Blue Sports Shoes
11144,deploy_data/images/11144.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Scullers Men Price Catch Black Shirts
25371,deploy_data/images/25371.jpg,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,Casual,Levis Men Maroon Innerwear Vest
20603,deploy_data/images/20603.jpg,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Baggit Women Selection Mayur Black Sling Bag
58719,deploy_data/images/58719.jpg,Women,Apparel,Topwear,Kurtas,Off White,Summer,Ethnic,ALayna Women Off White  Kurta
11978,deploy_data/images/11978.jpg,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual,FILA Men Aruba Navy Blue Sandal
36766,deploy_data/images/36766.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Maxima Men Black Watch
45294,deploy_data/images/45294.jpg,Women,Accessories,Watches,Watches,Black,Winter,Casual,CASIO SHEEN Women Black Dial Watch SX041
52223,deploy_data/images/52223.jpg,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,Casual,Lencia White Swarovski Pearl Necklace
34455,deploy_data/images/34455.jpg,Women,Footwear,Shoes,Heels,Black,Spring,Formal,Rocia Women Black Shoes
6280,deploy_data/images/6280.jpg,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,UCB Men's Making Light Pink T-shirt
46075,deploy_data/images/46075.jpg,Men,Accessories,Belts,Belts,Black,Summer,Casual,Lino Perros Men Black Leather Belt
35587,deploy_data/images/35587.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Gliders Men Brown Leather Sandals
7352,deploy_data/images/7352.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Tantra Men's Whatever Purple T-shirt
27042,deploy_data/images/27042.jpg,Women,Accessories,Bags,Clutches,Black,Summer,Casual,Yelloe Black Animal Print Clutch
2620,deploy_data/images/2620.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,Nike Men's Colors Team India T-shirt
43507,deploy_data/images/43507.jpg,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,French Connection Men Maroon T-shirt
28836,deploy_data/images/28836.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,BIBA Women Printed Multi Coloured Kurta
31127,deploy_data/images/31127.jpg,Girls,Apparel,Dress,Dresses,Black,Summer,Casual,Gini and Jony Girls Black Dress
26190,deploy_data/images/26190.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,4711 Kolnisch Wasser Men Perfume
55462,deploy_data/images/55462.jpg,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual,Revlon Super Lustrous Plum Baby Lipstick 313
11520,deploy_data/images/11520.jpg,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,United Colors of Benetton Women Denim Black Jeans
25715,deploy_data/images/25715.jpg,Unisex,Accessories,Headwear,Caps,Blue,Summer,Sports,ADIDAS Unisex Blue Cap
41250,deploy_data/images/41250.jpg,Men,Accessories,Belts,Belts,Brown,Summer,Formal,Arrow Men Black & Brown Reversible Belt
40382,deploy_data/images/40382.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Tokyo Talkies Women Pink Top
38298,deploy_data/images/38298.jpg,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,Reid & Taylor Men Brown Wallet
57335,deploy_data/images/57335.jpg,Women,Apparel,Innerwear,Bra,White,Winter,Casual,Amante White Bra BCSO01
52647,deploy_data/images/52647.jpg,Women,Accessories,Bags,Handbags,Black,Summer,Casual,Mod'acc Women Black Handbag
20267,deploy_data/images/20267.jpg,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Casual Black Heels
14052,deploy_data/images/14052.jpg,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Flying Machine Men Solid White Shirts
53795,deploy_data/images/53795.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Black T-shirt
44722,deploy_data/images/44722.jpg,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,Casual,Lotto Women Red & Orange Disco Holic Flip Flops
5405,deploy_data/images/5405.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Kalenji Ekiden Comfort Prime 2011
39178,deploy_data/images/39178.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Aneri Women Blue & Brown Printed Kurta
32590,deploy_data/images/32590.jpg,Women,Apparel,Bottomwear,Shorts,Brown,Summer,Casual,ONLY Women Brown Shorts
11712,deploy_data/images/11712.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Lee Men Solid Blue Shirts
25527,deploy_data/images/25527.jpg,Women,Apparel,Topwear,Shirts,Green,Summer,Casual,Wrangler Women Stella Green Shirt
57107,deploy_data/images/57107.jpg,Women,Apparel,Topwear,Tops,Olive,Summer,Casual,Elle Women Green Essentials Top
20869,deploy_data/images/20869.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,Casual,Fila Men Camper Brown Sandals
33442,deploy_data/images/33442.jpg,Women,Accessories,Bags,Handbags,Teal,Winter,Casual,Baggit Women Rade Doko Teal Handbag
58973,deploy_data/images/58973.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual,Colour Me Women Pink Perfume
52475,deploy_data/images/52475.jpg,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,,Red Rose White & Red Dot Print Bath Robe
39944,deploy_data/images/39944.jpg,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,GAS Men Grey Namib Shoes
21187,deploy_data/images/21187.jpg,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,Casual,ADIDAS Men Plugged In Yellow Flip Flops
36130,deploy_data/images/36130.jpg,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Nike Men Dunk High Grey Shoes
44510,deploy_data/images/44510.jpg,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Converse Unisex Black Shoes
20055,deploy_data/images/20055.jpg,Women,Accessories,Mufflers,Mufflers,Grey,Fall,Casual,United Colors Of Benetton Women Grey Muffler
50322,deploy_data/images/50322.jpg,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Aurelia Women Black Kurta
28238,deploy_data/images/28238.jpg,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,Park Avenue Men Cruise Deo
13879,deploy_data/images/13879.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Scullers Men Check Red Shirts
47395,deploy_data/images/47395.jpg,Women,Accessories,Bags,Handbags,Green,Summer,Casual,Baggit Women Green Handbag
46247,deploy_data/images/46247.jpg,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual,Fusion Beats Women Dark Pink Tunic
7160,deploy_data/images/7160.jpg,Women,Apparel,Topwear,Tunics,Purple,Fall,Casual,Scullers For Her Women Fashion Summer Lite Aubergine Tunics
22702,deploy_data/images/22702.jpg,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,Casual,Nike Women Beige Dunk High Casual Shoes
8914,deploy_data/images/8914.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Puma Men Future Cat Remix SF White Sports Shoes
16537,deploy_data/images/16537.jpg,Men,Accessories,Headwear,Caps,Blue,Fall,Casual,Probase Men Check Blue Cap
43735,deploy_data/images/43735.jpg,Women,Accessories,Jewellery,Bangle,Gold,Summer,Ethnic,Royal Diadem Set of 2 Golden Bangles
13045,deploy_data/images/13045.jpg,Women,Footwear,Shoes,Flats,Maroon,Winter,Casual,Inc 5 Women Casual Maroon Sandals
27270,deploy_data/images/27270.jpg,Women,Apparel,Topwear,Kurtas,Maroon,Fall,Ethnic,Mother Earth Women Printed Maroon Kurta
12197,deploy_data/images/12197.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Basics Men Orange Polo T-shirt
55650,deploy_data/images/55650.jpg,Women,Footwear,Shoes,Heels,Multi,Winter,Casual,Catwalk Women Multi-coloured Heels
31315,deploy_data/images/31315.jpg,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,W Women Brown Kurta
6274,deploy_data/images/6274.jpg,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,UCB Women's Crystal Benetton Green T-shirt
47153,deploy_data/images/47153.jpg,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual,Gini and Jony Girls Pink Capris
17623,deploy_data/images/17623.jpg,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,ADIDAS Men Solid Grey Track Pant
48927,deploy_data/images/48927.jpg,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,Lucera Women Silver Ring
51036,deploy_data/images/51036.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Lime Green,Summer,Casual,Enamor Women Lavender Nightdress
26958,deploy_data/images/26958.jpg,Women,Apparel,Topwear,Shirts,Teal,Summer,Casual,Jealous 21 Women Teal Shirt
46081,deploy_data/images/46081.jpg,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual,ADIDAS Men Navy Blue Benton Sandals
35573,deploy_data/images/35573.jpg,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,Gliders Men Esquire Blue Flip Flops
13283,deploy_data/images/13283.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Gini and Jony Kids Boys Check Blue Shirts
54544,deploy_data/images/54544.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,F Sports Men Black Pace Sports Shoes
30001,deploy_data/images/30001.jpg,Women,Accessories,Watches,Watches,White,Winter,Casual,Aspen Women White Dial Watch
29910,deploy_data/images/29910.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Police Men Black Dial Watch PL12170JSB
3706,deploy_data/images/3706.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt
26164,deploy_data/images/26164.jpg,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,John Miller Men Striped Grey Trousers
55496,deploy_data/images/55496.jpg,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual,Revlon ColorBurst Hot Pink Lip Gloss 10
56213,deploy_data/images/56213.jpg,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual,Estelle Women Gold Earrings
15948,deploy_data/images/15948.jpg,Men,Accessories,Ties,Ties,Burgundy,Fall,Formal,Turtle Men Stripes Burgundy Ties
40376,deploy_data/images/40376.jpg,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,Tokyo Talkies Women Yellow Top
24633,deploy_data/images/24633.jpg,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Casual,ADIDAS Women Polka Pink Flip Flops
10406,deploy_data/images/10406.jpg,Women,Apparel,Dress,Dresses,Grey,Fall,Casual,United Colors of Benetton Women Solid Grey Dresses
4523,deploy_data/images/4523.jpg,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,Puma Men's Faas Blue White Silver Red Shoe
45604,deploy_data/images/45604.jpg,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Arrow Men Brown Formal Shoes
15174,deploy_data/images/15174.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Arrow Men Yellow Polo T-shirt
21341,deploy_data/images/21341.jpg,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual,Pal Zileri Men Casual Steel Frame Sunglasses
53761,deploy_data/images/53761.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Green and Blue T-shirt
37224,deploy_data/images/37224.jpg,Women,Apparel,Topwear,Shirts,Purple,Summer,Casual,United Colors of Benetton Women Purple Shirt
32564,deploy_data/images/32564.jpg,Women,Apparel,Bottomwear,Trousers,Orange,Summer,Casual,ONLY Women Orange Trousers
56021,deploy_data/images/56021.jpg,Women,Personal Care,Lips,Lipstick,Mauve,Spring,Casual,Colorbar Soft Touch Venus Lipstick 034
24401,deploy_data/images/24401.jpg,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,Vishudh Women Brown Printed Kurta
10634,deploy_data/images/10634.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,Carlton London Men Black Oxford Wingtip Brogues
40144,deploy_data/images/40144.jpg,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,Gini and Jony Girls Pretty Blossom Pink Top
58987,deploy_data/images/58987.jpg,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,Casual,Cavallini Women Deo
59069,deploy_data/images/59069.jpg,Women,Apparel,Innerwear,Bra,White,Summer,Casual,Peri Peri Women White Bra
15346,deploy_data/images/15346.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Nike Men Special Edition 3 Star Beed Black Tshirts
52481,deploy_data/images/52481.jpg,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Pink,Winter,Casual,Red Rose Pink & Black Nightdress
21173,deploy_data/images/21173.jpg,Women,Apparel,Topwear,Shirts,Grey,Fall,Casual,s.Oliver Women Grey Shirt
4711,deploy_data/images/4711.jpg,Unisex,Accessories,Watches,Watches,Black,Winter,Sports,ADIDAS Unisex Toronto Hand Black Watch
40978,deploy_data/images/40978.jpg,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Gini and Jony Boys United Red T-shirt
14294,deploy_data/images/14294.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Classic Polo Men Stripes Black Tshirts
17411,deploy_data/images/17411.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Lotto Men Basketball Mid White Sports Shoe
9832,deploy_data/images/9832.jpg,Women,Apparel,Topwear,Tshirts,Orange,Fall,Casual,Little Miss Women Printed Rust T-shirt
23624,deploy_data/images/23624.jpg,Girls,Apparel,Topwear,Tops,White,Fall,Casual,Doodle Kids Girls White I love Shopping Top
6046,deploy_data/images/6046.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,UCB Men Logo Chest Green Shirt
34693,deploy_data/images/34693.jpg,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,Allen Solly Kids Girls Poplin Pink Shorts
47361,deploy_data/images/47361.jpg,Women,Accessories,Bags,Handbags,Black,Summer,Casual,Baggit Women Black Voodoo Gang Handbag
7194,deploy_data/images/7194.jpg,Women,Apparel,Topwear,Tops,White,Fall,Casual,Jealous 21 Women's BFF Printed White Top
51204,deploy_data/images/51204.jpg,Women,Apparel,Innerwear,Bra,Peach,Summer,Casual,Enamor Women Peach Bra
30233,deploy_data/images/30233.jpg,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Numero Uno Men White Shoes
48329,deploy_data/images/48329.jpg,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,Pitaraa Women Purple Sling Bag
18459,deploy_data/images/18459.jpg,Men,Personal Care,Fragrance,Deodorant,White,Spring,Casual,David Beckham Intimately Men Deos
27284,deploy_data/images/27284.jpg,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,Mother Earth Women Dark Brown Kurta
12163,deploy_data/images/12163.jpg,Women,Apparel,Bottomwear,Leggings,Purple,Fall,Ethnic,Aurelia Women Solid Purple Leggings
42613,deploy_data/images/42613.jpg,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual,Estelle Women Gold Earring & Pendant Set
3534,deploy_data/images/3534.jpg,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Women's I Want You Black T-shirt
24065,deploy_data/images/24065.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Locomotive Men Checked Green Shirt
10250,deploy_data/images/10250.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,Murcia Women Hahk Brown Handbags
57597,deploy_data/images/57597.jpg,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual,Lotus Herbals Moistpetals Rudy Pink Lipstick 140
40520,deploy_data/images/40520.jpg,Men,Accessories,Watches,Watches,Cream,Winter,Casual,Titan Men Cream Dial Watch
1607,deploy_data/images/1607.jpg,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Sports,Reebok Men trackpant- male Track Pants
11382,deploy_data/images/11382.jpg,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,United Colors Of Benetton Women Light Winter Grey T-Shirts
44180,deploy_data/images/44180.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,Nike Fragrances Women Spicy Love Perfume 150 ml
37472,deploy_data/images/37472.jpg,Men,Accessories,Watches,Watches,Grey,Winter,Casual,Esprit Men Grey Dial Watch
53137,deploy_data/images/53137.jpg,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Catwalk Women Brown Sandals
15722,deploy_data/images/15722.jpg,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,Nike Men Lunarswift+ 3 Shield Grey Sports Shoes
4375,deploy_data/images/4375.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Marvel Comics Men's Comic Poses Navy T-shirt
35325,deploy_data/images/35325.jpg,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings
22392,deploy_data/images/22392.jpg,Women,Apparel,Topwear,Tops,White,Fall,Casual,ADIDAS Women Whalf Striper White Top
51660,deploy_data/images/51660.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fossil Men Black Dial Watch AM4384
17075,deploy_data/images/17075.jpg,Women,Accessories,Belts,Belts,Navy Blue,Winter,Casual,Lino Perros Women Weaved  Navy Blue Belt
23240,deploy_data/images/23240.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,Aneri Women Ashna Blue Kurta
6422,deploy_data/images/6422.jpg,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Lotto Unisex Canvas Black Grey Shoe
18801,deploy_data/images/18801.jpg,Men,Accessories,Belts,Belts,Brown,Summer,Casual,Peter England Men Casual Brown Belt
26732,deploy_data/images/26732.jpg,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,Casual,Reebok Women Reestyle Deo
12507,deploy_data/images/12507.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Red Tape Men Casual Black Casual Shoes
31785,deploy_data/images/31785.jpg,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,Lee Women Katie Navy Blue Top
3150,deploy_data/images/3150.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Nike Men's Lunarswift Black Shoe
17849,deploy_data/images/17849.jpg,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Flying Machine Women This & That Grey Tshirt
29548,deploy_data/images/29548.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Classic Polo Men Printed Navy Blue T-shirt
42879,deploy_data/images/42879.jpg,Women,Accessories,Bags,Clutches,Black,Summer,Casual,French Connection Women Black Buffy Clutch
16395,deploy_data/images/16395.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Levis Men Check Black Shirts
51452,deploy_data/images/51452.jpg,Women,Apparel,Topwear,Tops,White,Summer,Casual,Tonga Women White & Pink Top
6610,deploy_data/images/6610.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Spykar Men's Stinger Basket Ball Team White Blue Stripes T-shirt
47537,deploy_data/images/47537.jpg,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Portia Women Brown Flats
17247,deploy_data/images/17247.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,U.S. Polo Assn. Men Stripes Blue Polo Tshirt
23072,deploy_data/images/23072.jpg,Men,Apparel,Bottomwear,Trousers,Navy Blue,Winter,Formal,Arrow Men Navy Blue Solid Trousers
42045,deploy_data/images/42045.jpg,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,Casual,Nike Men Wardour Chukka Yellow Casual Shoes
3362,deploy_data/images/3362.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men's Creative designs Black T-shirt
12735,deploy_data/images/12735.jpg,Unisex,Accessories,Headwear,Caps,Black,Fall,Sports,Nike Unisex U Black Caps
54120,deploy_data/images/54120.jpg,Women,Footwear,Shoes,Flats,Beige,Winter,Casual,Rocia Women Beige Flats
30465,deploy_data/images/30465.jpg,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,Lovable Women All Day Long Black Bra
9658,deploy_data/images/9658.jpg,Men,Apparel,Topwear,Shirts,Maroon,Fall,Casual,Indigo Nation Men Reversible Bling Maroon Shirt
43197,deploy_data/images/43197.jpg,Women,Accessories,Watches,Watches,Grey,Winter,Casual,Fastrack Women Grey Dial Watch
38608,deploy_data/images/38608.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Nike Men Grey T-shirt
24257,deploy_data/images/24257.jpg,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,Numero Uno Men Navy Blue Casual Shoes
10062,deploy_data/images/10062.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Puma Men Puma runhard tee Grey Tshirts
56677,deploy_data/images/56677.jpg,Men,Accessories,Watches,Watches,White,Winter,Casual,Maxima Men White Dial Watch
25385,deploy_data/images/25385.jpg,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,Levis Men Navy Blue Briefs
32332,deploy_data/images/32332.jpg,Men,Accessories,Watches,Watches,Steel,Winter,Casual,Q&Q Men Steel Digital Watch
5095,deploy_data/images/5095.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Wrangler Men's Greensboro Raw Edge Blue T-shirt
37640,deploy_data/images/37640.jpg,Women,Accessories,Bags,Clutches,Red,Summer,Casual,Wills Lifestyle Women Red Clutch
4147,deploy_data/images/4147.jpg,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women Glide White Grey Shoe
36792,deploy_data/images/36792.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,Maxima Men Black Dial Attivo Watch
45260,deploy_data/images/45260.jpg,Men,Accessories,Watches,Watches,Black,Winter,Casual,CASIO G-Shock Men Black Digital Watch DW-5600E-1VDF G001
15510,deploy_data/images/15510.jpg,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,Casual,Rockport Men CV Toe HI Charcoal Casual Shoes
21725,deploy_data/images/21725.jpg,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,ADIDAS Men Navy Blue Sweatshirt
34038,deploy_data/images/34038.jpg,Boys,Apparel,Topwear,Shirts,Red,Summer,Casual,Gini and Jony Boys Check Red Shirt
43956,deploy_data/images/43956.jpg,Women,Footwear,Sandal,Sports Sandals,Purple,Summer,Casual,Puma Women Purple Techno Sandals
28467,deploy_data/images/28467.jpg,Women,Apparel,Topwear,Tshirts,Rust,Summer,Casual,Urban Yoga Women Printed Rust T-shirt
16368,deploy_data/images/16368.jpg,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,Formal,Peter England Men Stripes Charcoal Trouser
42884,deploy_data/images/42884.jpg,Women,Accessories,Bags,Clutches,Beige,Summer,Casual,French Connection Women Beige Clutch
55833,deploy_data/images/55833.jpg,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,Casual,Colorbar Glamour Radiant Glow 001
